Relatório de Clientes por Grupo

Total de Grupos: 13
Total de Clientes: 9485
Total de Cidades: 128

Cod.Cliente;Cliente;Cod.IBGE
Cliente 23846;ATA1776;3550308
Cliente 23847;ATA1777;3547809
Cliente 23848;ATA1778;3509502
Cliente 23849;ATA1779;3534708
Cliente 23851;ATA1780;3538709
Cliente 23852;ATA1781;4108304
Cliente 23854;ATA1782;3502804
Cliente 23855;ATA1783;3541406
Cliente 23856;ATA1784;3516705
Cliente 25039;ATA2281;3509502
Cliente 26295;ATA2519;3550308
Cliente 26296;ATA2520;5002704
Cliente 26297;ATA2521;5002704
Cliente 26298;ATA2522;3549805
Cliente 26299;ATA2523;3550308
Cliente 26300;ATA2524;5003702
Cliente 26301;ATA2525;4115200
Cliente 26304;ATA2526;3541406
Cliente 26305;ATA2527;3550308
Cliente 26306;ATA2528;3547809
Cliente 26307;ATA2529;3509502
Cliente 26308;ATA2530;5002704
Cliente 26309;ATA2531;3526902
Cliente 26310;ATA2532;3550308
Cliente 26311;ATA2533;4113700
Cliente 26312;ATA2534;4115200
Cliente 26313;ATA2535;3510401
Cliente 26314;ATA2536;3548708
Cliente 26316;ATA2537;3550308
Cliente 26317;ATA2538;3518800
Cliente 26321;ATA2539;3518800
Cliente 26322;ATA2540;3552205
Cliente 26325;ATA2541;3550308
Cliente 26327;ATA2542;3513009
Cliente 26328;ATA2543;3550308
Cliente 26342;ATA2544;3538709
Cliente 26343;ATA2545;3548708
Cliente 26345;ATA2546;3549805
Cliente 29684;ATA2992;4205407
Cliente 29685;ATA2993;4209102
Cliente 29687;ATA2994;4106902
Cliente 29697;ATA2995;4106902
Cliente 29701;ATA2996;4106902
Cliente 29711;ATA2997;4106902
Cliente 29713;ATA2998;4115200
Cliente 29717;ATA2999;4106902
Cliente 29719;ATA3000;4106902
Cliente 29720;ATA3001;4106902
Cliente 29737;ATA3002;4119905
Cliente 29757;ATA3003;4119905
Cliente 29761;ATA3004;4108304
Cliente 29763;ATA3005;4113700
Cliente 29765;ATA3006;4106902
Cliente 29767;ATA3007;4106902
Cliente 29769;ATA3008;4209102
Cliente 29776;ATA3009;3538709
Cliente 29779;ATA3010;4202008
Cliente 29791;ATA3011;3513009
Cliente 29792;ATA3012;3552205
Cliente 36580;ATA3230;4113700
Cliente 36692;ATA3237;3554102
Cliente 36693;ATA3238;3529005
Cliente 41978;ATA3319;3543402
Cliente 47182;ATA3494;3518800
Cliente 47183;ATA3495;3534708
Cliente 51945;ATA3692;3550308
Cliente 51947;ATA3693;3550308
Cliente 51948;ATA3694;3550308
Cliente 51949;ATA3695;3550308
Cliente 51950;ATA3696;3550308
Cliente 51951;ATA3697;3550308
Cliente 51952;ATA3698;3518800
Cliente 51953;ATA3699;3518800
Cliente 51954;ATA3700;3550308
Cliente 51955;ATA3701;3543402
Cliente 51956;ATA3702;3547809
Cliente 51957;ATA3703;3552205
Cliente 51958;ATA3704;3548708
Cliente 51959;ATA3705;3525706
Cliente 51960;ATA3706;3513009
Cliente 51961;ATA3707;3550308
Cliente 51962;ATA3708;3550308
Cliente 51963;ATA3709;3550308
Cliente 51964;ATA3710;3526902
Cliente 56187;ATA3931;3548708
Cliente 60576;ATA4151;3543402
Cliente 62792;ATA4262;4106902
Cliente 62815;ATA4263;3515509
Cliente 75703;ATA4339;3509502
Cliente 86241;ATA4345;4113700
Cliente 91201;ATA4416;4113700
Cliente 124551;ATA4597;3501608
Cliente 125557;ATA4615;3530300
Cliente 126146;ATA4626;3523107
Cliente 223184;ATA4696;3529005
Cliente 225037;ATA4772;4115200
Cliente 226354;ATA4818;3550308
Cliente 228228;ATA4867;4128104
Cliente 229885;ATA4920;3550308
Cliente 229887;ATA4921;3550308
Cliente 229889;ATA4922;3543402
Cliente 229891;ATA4923;3510401
Cliente 229893;ATA4924;3550308
Cliente 229894;ATA4925;3550308
Cliente 229897;ATA4926;3550308
Cliente 229899;ATA4927;3541406
Cliente 229901;ATA4928;3509502
Cliente 229903;ATA4929;3550308
Cliente 229904;ATA4930;3548708
Cliente 229905;ATA4931;3550308
Cliente 229907;ATA4932;3552205
Cliente 229915;ATA4933;3550308
Cliente 229923;ATA4934;3541406
Cliente 229924;ATA4935;3506508
Cliente 229927;ATA4936;3543402
Cliente 229930;ATA4937;3550308
Cliente 229931;ATA4938;3541406
Cliente 231111;ATA4993;3541406
Cliente 231374;ATA5013;3529005
Cliente 232800;ATA5047;3543402
Cliente 237192;ATA5215;4119905
Cliente 238863;ATA5303;4104808
Cliente 239439;ATA5325;3545803
Cliente 239441;ATA5326;3538709
Cliente 239497;ATA5329;4106902
Cliente 239778;ATA5347;3530300
Cliente 240051;ATA5356;4119905
Cliente 240210;ATA5363;4113700
Cliente 240579;ATA5371;3524808
Cliente 240986;ATA5386;5002704
Cliente 241722;ATA5409;3509502
Cliente 244627;ATA5520;3519071
Cliente 245283;ATA5538;3506508
Cliente 246941;ATA5604;3529005
Cliente 247864;ATA5639;3554102
Cliente 248772;ATA5655;3503208
Cliente 248875;ATA5660;3511003
Cliente 249237;ATA5674;3543402
Cliente 249287;ATA5677;3541406
Cliente 249400;ATA5684;4113700
Cliente 250487;ATA5736;4113700
Cliente 250874;ATA5758;4204202
Cliente 250876;ATA5759;3550308
Cliente 251184;ATA5775;4115200
Cliente 251674;ATA5802;4113700
Cliente 251854;ATA5811;3504008
Cliente 252209;ATA5828;4127106
Cliente 252325;ATA5849;3523107
Cliente 257594;ATA5860;4208450
Cliente 259451;ATA5866;3552205
Cliente 259466;ATA5867;3543402
Cliente 261031;ATA5944;3552205
Cliente 277579;ATA5999;4109708
Cliente 277581;ATA6000;4113700
Cliente 277651;ATA6002;3516705
Cliente 279200;ATA6037;3547809
Cliente 279614;ATA6039;4113700
Cliente 280110;ATA6058;3552205
Cliente 281077;ATA6113;3550308
Cliente 282309;ATA6175;3500105
Cliente 284053;ATA6345;4113700
Cliente 284237;ATA6373;4104808
Cliente 284238;ATA6374;4108304
Cliente 284373;ATA6411;3550308
Cliente 284374;ATA6412;3522505
Cliente 284375;ATA6413;3545803
Cliente 285560;ATA6750;3520509
Cliente 285766;ATA6840;4113700
Cliente 285915;ATA6895;4125506
Cliente 286128;ATA6919;3554102
Cliente 286343;ATA6953;3503208
Cliente 286766;ATA7163;3550308
Cliente 286767;ATA7164;3552205
Cliente 286769;ATA7166;3549805
Cliente 286770;ATA7167;3550308
Cliente 287432;ATA7402;3508108
Cliente 287470;ATA7414;3515509
Cliente 287553;ATA7422;3550308
Cliente 290053;ATA7833;3541406
Cliente 290252;ATA7890;3504008
Cliente 290847;ATA8053;3552205
Cliente 291449;ATA8227;3505500
Cliente 291577;ATA8261;3509502
Cliente 291949;ATA8347;3524808
Cliente 292734;ATA8502;3524808
Cliente 293275;ATA8648;3541406
Cliente 293412;ATA8672;4119905
Cliente 293660;ATA8748;3547809
Cliente 293982;ATA8835;3518800
Cliente 295541;ATA9126;3541406
Cliente 295543;ATA9128;3529005
Cliente 295548;ATA9129;3530300
Cliente 296009;ATA9230;3520509

Grupo:;Atacados;406 clientes
Cliente 2249;ATA0065;4128104
Cliente 2397;ATA0097;3507605
Cliente 2612;ATA0110;4116901
Cliente 2778;ATA0127;3502804
Cliente 3271;ATA0168;4103701
Cliente 3454;ATA0192;4120705
Cliente 3516;ATA0194;4104808
Cliente 3641;ATA0216;4111803
Cliente 4099;ATA0259;4117503
Cliente 4304;ATA0276;4105508
Cliente 4407;ATA0287;4123907
Cliente 5014;ATA0328;4118204
Cliente 5118;ATA0338;4127106
Cliente 5119;ATA0339;4127106
Cliente 5120;ATA0340;4127106
Cliente 5124;ATA0341;4128104
Cliente 5368;ATA0365;4102406
Cliente 6065;ATA0429;4106902
Cliente 6103;ATA0435;4124103
Cliente 6125;ATA0438;2611606
Cliente 6486;ATA0470;3547809
Cliente 6876;ATA0496;4113700
Cliente 6950;ATA0503;3504008
Cliente 7022;ATA0508;4105508
Cliente 7185;ATA0520;4115200
Cliente 7225;ATA0523;4101507
Cliente 7226;ATA0524;4101507
Cliente 7259;ATA0527;4114807
Cliente 7462;ATA0543;4109708
Cliente 7485;ATA0546;4101507
Cliente 7486;ATA0547;4101507
Cliente 7524;ATA0554;4114807
Cliente 8098;ATA0601;4124103
Cliente 8159;ATA0610;4108304
Cliente 8314;ATA0635;4101507
Cliente 8495;ATA0653;4124103
Cliente 9251;ATA0703;4102406
Cliente 9411;ATA0715;4107504
Cliente 9418;ATA0716;4121000
Cliente 9421;ATA0717;4101507
Cliente 9428;ATA0718;4128104
Cliente 9724;ATA0745;4113700
Cliente 9836;ATA0760;4103701
Cliente 9953;ATA0769;4124103
Cliente 10669;ATA0841;4105508
Cliente 10833;ATA0860;3508108
Cliente 11207;ATA0890;3502804
Cliente 11240;ATA0893;4104808
Cliente 11276;ATA0900;4116901
Cliente 11375;ATA0907;4126256
Cliente 11635;ATA0945;4109708
Cliente 11737;ATA0949;3518800
Cliente 11738;ATA0950;3530300
Cliente 11739;ATA0951;3549805
Cliente 12132;ATA0987;4108304
Cliente 12586;ATA1020;4113700
Cliente 13189;ATA1074;4122404
Cliente 13350;ATA1084;3550308
Cliente 13423;ATA1095;3541406
Cliente 13606;ATA1113;4102406
Cliente 13676;ATA1123;3504008
Cliente 13791;ATA1134;4108304
Cliente 13974;ATA1148;4113700
Cliente 13977;ATA1149;4103701
Cliente 13980;ATA1150;4103701
Cliente 14200;ATA1162;4121000
Cliente 14266;ATA1171;4108304
Cliente 14317;ATA1175;4115200
Cliente 14462;ATA1181;3538709
Cliente 14567;ATA1190;4116901
Cliente 15088;ATA1220;4102406
Cliente 15616;ATA1253;3504008
Cliente 15640;ATA1256;4104808
Cliente 15770;ATA1262;4115200
Cliente 15944;ATA1270;4106902
Cliente 16051;ATA1277;4105508
Cliente 16558;ATA1315;4108304
Cliente 16820;ATA1331;4115200
Cliente 17873;ATA1390;4112801
Cliente 17874;ATA1391;4112801
Cliente 18048;ATA1397;4104808
Cliente 18119;ATA1404;4111803
Cliente 18122;ATA1405;4115200
Cliente 18485;ATA1421;4108304
Cliente 18604;ATA1428;4102406
Cliente 18641;ATA1429;4104808
Cliente 18693;ATA1435;4101507
Cliente 19155;ATA1461;3548708
Cliente 19280;ATA1468;4126256
Cliente 19834;ATA1490;3552205
Cliente 23728;ATA1721;3534708
Cliente 23968;ATA1807;3516705
Cliente 24041;ATA1832;3552205
Cliente 24333;ATA1969;3512407
Cliente 24530;ATA2063;3545803
Cliente 24962;ATA2256;3526902
Cliente 25171;ATA2305;3525706
Cliente 25831;ATA2444;4101507
Cliente 26074;ATA2484;4111803
Cliente 26163;ATA2493;4103701
Cliente 26277;ATA2516;4124103
Cliente 26357;ATA2547;4103701
Cliente 26386;ATA2553;4120705
Cliente 26392;ATA2554;4113700
Cliente 26393;ATA2555;4113700
Cliente 26394;ATA2556;4113700
Cliente 26395;ATA2557;4113700
Cliente 26407;ATA2560;4104808
Cliente 26408;ATA2561;4104808
Cliente 26409;ATA2562;4104808
Cliente 26414;ATA2565;4108304
Cliente 26431;ATA2570;4108304
Cliente 26433;ATA2572;4108304
Cliente 26468;ATA2602;4111803
Cliente 26473;ATA2606;4108304
Cliente 26474;ATA2607;4104808
Cliente 26475;ATA2608;4111803
Cliente 26476;ATA2609;4104808
Cliente 26477;ATA2610;4104808
Cliente 26486;ATA2613;4128104
Cliente 26487;ATA2614;4128104
Cliente 26488;ATA2615;4128104
Cliente 26489;ATA2616;4128104
Cliente 26490;ATA2617;4128104
Cliente 26532;ATA2648;4128104
Cliente 26536;ATA2650;4104808
Cliente 26558;ATA2652;4101507
Cliente 26565;ATA2656;4104808
Cliente 26591;ATA2662;4114807
Cliente 26619;ATA2676;4128104
Cliente 26643;ATA2682;4104808
Cliente 26658;ATA2688;4115200
Cliente 26659;ATA2689;4114807
Cliente 26667;ATA2691;4126256
Cliente 26669;ATA2693;4103701
Cliente 26670;ATA2694;4120705
Cliente 26671;ATA2695;4126256
Cliente 26672;ATA2696;4113700
Cliente 26673;ATA2697;4103701
Cliente 26674;ATA2698;4109708
Cliente 26690;ATA2711;4110706
Cliente 26697;ATA2715;4128104
Cliente 26700;ATA2716;4117503
Cliente 26705;ATA2720;4109708
Cliente 26711;ATA2725;4119905
Cliente 26729;ATA2731;4104808
Cliente 26733;ATA2733;4113700
Cliente 26735;ATA2735;4126256
Cliente 26823;ATA2770;4113700
Cliente 26853;ATA2774;4104808
Cliente 26862;ATA2781;4127106
Cliente 26863;ATA2782;4105508
Cliente 26875;ATA2784;4121000
Cliente 26890;ATA2790;4102406
Cliente 26900;ATA2794;4101507
Cliente 26945;ATA2801;4104808
Cliente 27099;ATA2807;4114807
Cliente 27114;ATA2813;4119905
Cliente 27121;ATA2817;4101507
Cliente 27156;ATA2827;4118204
Cliente 27180;ATA2836;4111803
Cliente 27228;ATA2851;4113700
Cliente 27261;ATA2861;4105508
Cliente 27273;ATA2865;4117503
Cliente 27321;ATA2878;4104808
Cliente 27338;ATA2879;4113700
Cliente 27346;ATA2884;4110706
Cliente 27347;ATA2885;4105508
Cliente 27351;ATA2887;4104808
Cliente 27397;ATA2910;4105508
Cliente 27516;ATA2938;4101507
Cliente 27530;ATA2941;4104808
Cliente 27534;ATA2942;4105508
Cliente 27552;ATA2947;4104808
Cliente 27555;ATA2949;4101507
Cliente 27799;ATA2960;4103701
Cliente 27816;ATA2966;4114807
Cliente 27819;ATA2968;4126256
Cliente 27833;ATA2974;4113700
Cliente 27834;ATA2975;4128104
Cliente 27890;ATA2981;4108304
Cliente 27921;ATA2984;4105508
Cliente 30543;ATA3015;4122404
Cliente 30545;ATA3016;4111803
Cliente 34417;ATA3054;4115200
Cliente 35929;ATA3077;4115200
Cliente 35956;ATA3083;4103701
Cliente 35960;ATA3085;3515509
Cliente 35961;ATA3086;3525706
Cliente 36053;ATA3105;4126256
Cliente 36279;ATA3155;3527108
Cliente 36449;ATA3187;4122404
Cliente 36478;ATA3193;4100400
Cliente 36490;ATA3195;4122404
Cliente 36509;ATA3204;3533403
Cliente 36790;ATA3254;4115200
Cliente 36807;ATA3261;3536109
Cliente 36821;ATA3266;4118204
Cliente 36825;ATA3268;4109708
Cliente 36868;ATA3281;4113700
Cliente 36869;ATA3282;4113700
Cliente 36905;ATA3290;4127106
Cliente 38468;ATA3307;4115200
Cliente 39329;ATA3311;3550308
Cliente 42324;ATA3333;3501608
Cliente 42325;ATA3334;4128104
Cliente 42518;ATA3340;4116901
Cliente 43155;ATA3366;4103701
Cliente 43439;ATA3375;4113700
Cliente 44487;ATA3414;3548708
Cliente 45904;ATA3449;4119905
Cliente 47286;ATA3496;4108304
Cliente 47484;ATA3505;4101507
Cliente 48516;ATA3538;4103701
Cliente 49309;ATA3574;5002704
Cliente 49723;ATA3586;4100400
Cliente 50791;ATA3636;3513009
Cliente 51913;ATA3688;4127106
Cliente 52253;ATA3723;4114807
Cliente 52637;ATA3749;4110706
Cliente 53075;ATA3766;4111803
Cliente 53478;ATA3775;3549805
Cliente 53743;ATA3785;4105508
Cliente 53909;ATA3796;3527108
Cliente 54117;ATA3814;4109708
Cliente 54321;ATA3836;3506508
Cliente 54460;ATA3865;4111803
Cliente 55657;ATA3909;3550308
Cliente 55942;ATA3925;3550308
Cliente 57910;ATA4020;3510401
Cliente 58484;ATA4051;3550308
Cliente 58646;ATA4057;3507605
Cliente 59193;ATA4087;3543402
Cliente 60033;ATA4122;4113700
Cliente 61019;ATA4187;4117503
Cliente 61022;ATA4188;4126256
Cliente 61083;ATA4191;4104808
Cliente 61087;ATA4192;4109708
Cliente 61503;ATA4211;4125506
Cliente 61505;ATA4212;4118204
Cliente 61511;ATA4213;4216602
Cliente 61617;ATA4215;4113700
Cliente 62702;ATA4260;4115200
Cliente 63127;ATA4274;4122404
Cliente 63132;ATA4275;4108304
Cliente 63956;ATA4299;3548708
Cliente 74641;ATA4310;4101507
Cliente 74718;ATA4324;4101507
Cliente 74827;ATA4326;3504008
Cliente 75052;ATA4330;3524808
Cliente 75644;ATA4337;3554102
Cliente 75645;ATA4338;3554102
Cliente 86981;ATA4358;4122404
Cliente 86997;ATA4364;4128104
Cliente 87025;ATA4378;4101507
Cliente 91723;ATA4523;3501608
Cliente 121387;ATA4580;3552205
Cliente 122358;ATA4583;3549805
Cliente 122384;ATA4584;4101507
Cliente 122402;ATA4585;5201108
Cliente 122636;ATA4590;4104808
Cliente 123450;ATA4592;3507605
Cliente 124739;ATA4599;3550308
Cliente 125654;ATA4616;3205200
Cliente 126130;ATA4625;5201108
Cliente 223174;ATA4695;4122404
Cliente 223573;ATA4713;4104808
Cliente 223579;ATA4716;4101507
Cliente 223584;ATA4717;4124103
Cliente 223678;ATA4723;4126256
Cliente 223699;ATA4724;4104808
Cliente 224857;ATA4766;4101507
Cliente 225182;ATA4776;4103701
Cliente 225315;ATA4783;4102406
Cliente 225708;ATA4795;3304557
Cliente 225851;ATA4801;3525706
Cliente 226593;ATA4825;4103701
Cliente 227943;ATA4859;3511003
Cliente 228358;ATA4872;3506508
Cliente 228731;ATA4884;4106902
Cliente 231903;ATA5033;4112801
Cliente 232627;ATA5044;3549805
Cliente 233809;ATA5078;4109708
Cliente 235264;ATA5138;4106902
Cliente 237379;ATA5225;3529005
Cliente 237474;ATA5232;4118204
Cliente 238228;ATA5271;4101507
Cliente 238557;ATA5291;4122404
Cliente 238874;ATA5304;4128104
Cliente 239017;ATA5315;4108304
Cliente 239830;ATA5350;4104808
Cliente 239893;ATA5353;4118204
Cliente 241461;ATA5405;3550308
Cliente 241937;ATA5418;4105508
Cliente 242210;ATA5432;3518800
Cliente 242272;ATA5437;3537305
Cliente 243379;ATA5466;3504008
Cliente 244235;ATA5498;4114807
Cliente 245326;ATA5544;3557105
Cliente 245963;ATA5566;4113700
Cliente 247436;ATA5629;4104808
Cliente 247710;ATA5632;4108304
Cliente 249028;ATA5667;3550308
Cliente 250158;ATA5705;4124103
Cliente 260921;ATA5936;3548708
Cliente 260972;ATA5940;4128104
Cliente 261362;ATA5954;3510401
Cliente 261536;ATA5964;4101507
Cliente 261789;ATA5986;3528106
Cliente 278015;ATA6019;4106902
Cliente 279761;ATA6048;4118204
Cliente 279772;ATA6049;4100400
Cliente 279773;ATA6050;3510401
Cliente 280016;ATA6051;3127107
Cliente 280077;ATA6055;3553401
Cliente 280174;ATA6063;3545803
Cliente 280504;ATA6087;3534708
Cliente 281555;ATA6129;3537305
Cliente 281757;ATA6138;3527108
Cliente 281789;ATA6141;3526902
Cliente 281791;ATA6142;4105508
Cliente 281792;ATA6143;4105508
Cliente 281797;ATA6144;4105508
Cliente 281976;ATA6154;3507605
Cliente 282358;ATA6177;4127106
Cliente 282359;ATA6178;4117503
Cliente 282390;ATA6183;3537305
Cliente 282576;ATA6208;3538709
Cliente 282591;ATA6209;3543402
Cliente 282984;ATA6223;3555000
Cliente 282985;ATA6224;4115200
Cliente 282988;ATA6225;4102406
Cliente 282991;ATA6226;3534708
Cliente 283023;ATA6234;3534708
Cliente 283029;ATA6236;4121000
Cliente 283031;ATA6238;4119905
Cliente 283032;ATA6239;4111803
Cliente 283033;ATA6240;4101507
Cliente 283034;ATA6241;4111803
Cliente 283036;ATA6242;4107504
Cliente 283037;ATA6243;4107504
Cliente 283038;ATA6244;4107504
Cliente 283039;ATA6245;4103701
Cliente 283042;ATA6246;3541406
Cliente 283043;ATA6247;3502804
Cliente 283044;ATA6248;3511003
Cliente 283058;ATA6251;3534708
Cliente 283059;ATA6252;3534708
Cliente 283060;ATA6253;4128104
Cliente 283062;ATA6254;4127106
Cliente 283093;ATA6255;3506508
Cliente 283138;ATA6258;4112801
Cliente 283146;ATA6259;3515509
Cliente 283169;ATA6262;4128104
Cliente 283174;ATA6265;3506508
Cliente 283200;ATA6268;3527108
Cliente 283248;ATA6273;3529005
Cliente 283249;ATA6274;3506508
Cliente 283250;ATA6275;3549805
Cliente 283258;ATA6277;3529005
Cliente 283262;ATA6280;4106902
Cliente 283264;ATA6282;3541406
Cliente 283282;ATA6285;4124103
Cliente 283316;ATA6291;3518800
Cliente 283336;ATA6293;4107504
Cliente 283338;ATA6294;3550308
Cliente 283341;ATA6295;4104808
Cliente 283342;ATA6296;3555000
Cliente 283363;ATA6299;3516705
Cliente 283365;ATA6300;3542404
Cliente 283371;ATA6302;3507605
Cliente 283372;ATA6303;3507605
Cliente 283464;ATA6308;3523107
Cliente 283489;ATA6312;3515509
Cliente 283589;ATA6317;3525706
Cliente 283590;ATA6318;3516705
Cliente 283591;ATA6319;3528106
Cliente 283592;ATA6320;3550308
Cliente 283738;ATA6324;3505500
Cliente 283783;ATA6329;3506508
Cliente 283789;ATA6331;3549805
Cliente 284778;ATA6494;4101507
Cliente 284948;ATA6549;3547809
Cliente 284963;ATA6557;3550308
Cliente 284985;ATA6563;3541406
Cliente 284986;ATA6564;3547809
Cliente 284988;ATA6565;3550308
Cliente 285869;ATA6883;5205109
Cliente 286213;ATA6936;4111803
Cliente 286286;ATA6943;3529005
Cliente 286287;ATA6944;3518800
Cliente 286348;ATA6957;3550308
Cliente 286448;ATA6987;4103701
Cliente 286952;ATA7244;4113700
Cliente 286972;ATA7250;4114807
Cliente 287069;ATA7304;3517802
Cliente 287564;ATA7425;3556206
Cliente 287663;ATA7442;4118204
Cliente 288501;ATA7580;3541406
Cliente 289840;ATA7787;3514403
Cliente 290074;ATA7840;3517802
Cliente 290803;ATA8035;3538709
Cliente 290916;ATA8069;4118204
Cliente 294095;ATA8851;4110706
Cliente 295374;ATA9095;4101507
Cliente 296137;ATA9264;3541406

Grupo:;Redes Regionais;730 clientes
Cliente 141;RED0008;3541406
Cliente 2239;RED0063;3510401
Cliente 2240;RED0064;3530300
Cliente 2264;RED0066;3530300
Cliente 2314;RED0080;3510401
Cliente 2376;RED0092;3538709
Cliente 3075;RED0150;3531407
Cliente 3414;RED0184;3555000
Cliente 3530;RED0197;3549805
Cliente 3531;RED0198;3550308
Cliente 3532;RED0199;3550308
Cliente 3533;RED0200;3509502
Cliente 3534;RED0201;3509502
Cliente 3535;RED0202;3518800
Cliente 3536;RED0203;3518800
Cliente 3537;RED0204;3518800
Cliente 3538;RED0205;3554102
Cliente 3539;RED0206;3510401
Cliente 3540;RED0207;3513009
Cliente 3541;RED0208;3524808
Cliente 3542;RED0209;3523107
Cliente 3755;RED0223;3548708
Cliente 3763;RED0226;3516705
Cliente 3764;RED0227;3502804
Cliente 3765;RED0228;3537305
Cliente 3767;RED0229;3508108
Cliente 3768;RED0230;3537305
Cliente 3849;RED0238;3551603
Cliente 4199;RED0266;3539202
Cliente 4399;RED0285;3513009
Cliente 5816;RED0409;3522505
Cliente 6714;RED0486;3550308
Cliente 6733;RED0487;3550308
Cliente 6858;RED0493;3556206
Cliente 6859;RED0494;3556206
Cliente 6914;RED0499;3556206
Cliente 7481;RED0544;3525706
Cliente 7796;RED0571;3550308
Cliente 7798;RED0572;3205200
Cliente 7832;RED0573;3530300
Cliente 7936;RED0581;3550308
Cliente 7937;RED0582;3550308
Cliente 7940;RED0583;3550308
Cliente 7941;RED0584;3550308
Cliente 7953;RED0586;3518800
Cliente 7997;RED0589;3550308
Cliente 7998;RED0590;3529005
Cliente 7999;RED0591;3552205
Cliente 8089;RED0597;4115200
Cliente 8163;RED0611;3555000
Cliente 8246;RED0624;3538709
Cliente 8247;RED0625;3554102
Cliente 8270;RED0626;3547809
Cliente 8622;RED0663;3552205
Cliente 8905;RED0676;3549805
Cliente 8906;RED0677;3549805
Cliente 9124;RED0690;3550308
Cliente 9507;RED0724;3549805
Cliente 9565;RED0730;4108304
Cliente 9663;RED0742;3555000
Cliente 10031;RED0775;3549805
Cliente 10093;RED0779;3524808
Cliente 10109;RED0782;3530300
Cliente 10278;RED0802;4115200
Cliente 10690;RED0845;3550308
Cliente 11515;RED0918;3506508
Cliente 11552;RED0921;3527108
Cliente 11553;RED0922;3527108
Cliente 11554;RED0923;3504008
Cliente 11555;RED0924;3506508
Cliente 11556;RED0925;3502804
Cliente 11586;RED0926;3543402
Cliente 11615;RED0934;3550308
Cliente 11616;RED0935;3550308
Cliente 11617;RED0936;3550308
Cliente 11618;RED0937;3534708
Cliente 11619;RED0938;3550308
Cliente 11620;RED0939;3547809
Cliente 11621;RED0940;3525706
Cliente 11622;RED0941;3518800
Cliente 11623;RED0942;3550308
Cliente 11624;RED0943;3550308
Cliente 12914;RED1051;3550308
Cliente 12958;RED1056;3513009
Cliente 13018;RED1062;3537305
Cliente 13177;RED1073;3205200
Cliente 13392;RED1087;3541406
Cliente 13631;RED1117;3527108
Cliente 13632;RED1118;3527108
Cliente 13674;RED1121;3501608
Cliente 13675;RED1122;3509502
Cliente 13677;RED1124;3547809
Cliente 13678;RED1125;3509502
Cliente 13709;RED1128;3509502
Cliente 13937;RED1143;3518800
Cliente 14247;RED1166;3550308
Cliente 14251;RED1168;3554102
Cliente 14279;RED1172;3509502
Cliente 14582;RED1192;3550308
Cliente 14907;RED1212;3518800
Cliente 15222;RED1226;3550308
Cliente 15223;RED1227;3550308
Cliente 15419;RED1244;4115200
Cliente 15431;RED1245;3550308
Cliente 15705;RED1258;3534708
Cliente 16213;RED1290;3530300
Cliente 17207;RED1359;3550308
Cliente 17661;RED1377;3539202
Cliente 18208;RED1409;3550308
Cliente 18218;RED1410;3510401
Cliente 18397;RED1417;3550308
Cliente 18838;RED1448;3513009
Cliente 19173;RED1463;3518800
Cliente 19263;RED1466;3552205
Cliente 19724;RED1487;3518800
Cliente 21629;RED1529;3205200
Cliente 22557;RED1532;3304557
